"order_line_id","company_id","order_id","order_item","order_number_reference","order_item_reference","order_placement_date","order_delivery_date","bill_dates","order_status","is_order_completed","sold_to_id","ship_to_id","industry","focus_industry","brenntag_bu","pps_industry","product_div_old","product_div","material_id","global_product","primary_account_manager","secondary_account_manager","plant","order_cycle_id","quantity","bill_quantity","quantity_unit","revenue","bill_revenue","local_currency","revenue_local","bill_revenue_local","margin","contribution_margin","sell_price_unit","sell_price_unit_local","margin_local","contribution_margin_local","margin_percentage","margin_benchmark","contribution_margin_percentage","contribution_margin_benchmark","region"
"0003703115_000030_E5:4147","E5:4147","0003703115","000030","0003703115","000030","2025-03-26","2025-03-26","[2025-03-26]","Completed","true","E5:0000161216","E5:0000161216","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K009",,"E5:KE01","E5:0000161216_MDA000045422_2025-03-26_E5:4147","700.0000","700.0000","KG","85.2600","85.2600","KES","11900.0000","11900.0000","20.2600","0.0000","0.1218","17.0000","2828.0000","0.0000","0.2376","0.3069","0.0000","0.0000","EMEA"
"0003721585_000020_E5:4147","E5:4147","0003721585","000020","0003721585","000020","2025-04-24","2025-04-25","[2025-04-25]","Completed","true","E5:0000161216","E5:0000161216","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K009",,"E5:KE01","E5:0000161216_MDA000045422_2025-04-24_E5:4147","400.0000","400.0000","KG","44.1100","44.1100","KES","6400.0000","6400.0000","8.3800","0.0000","0.1103","16.0000","1216.0000","0.0000","0.1900","0.3026","0.0000","0.0000","EMEA"
"0003726980_000080_E5:4147","E5:4147","0003726980","000080","0003726980","000080","2025-05-05","2025-05-06","[2025-05-06]","Completed","true","E5:0000160904","E5:0000160904","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K009",,"E5:KE01","E5:0000160904_MDA000045422_2025-05-05_E5:4147","100.0000","100.0000","KG","12.3800","12.3800","KES","1800.0000","1800.0000","3.4700","0.0000","0.1238","18.0000","504.0000","0.0000","0.2803","0.3069","0.0000","0.0000","EMEA"
"0003738672_000030_E5:4147","E5:4147","0003738672","000030","0003738672","000030","2025-05-22","2025-05-22","[2025-05-22]","Completed","true","E5:0000161216","E5:0000161216","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K009",,"E5:KE01","E5:0000161216_MDA000045422_2025-05-22_E5:4147","700.0000","700.0000","KG","81.8200","81.8200","KES","11900.0000","11900.0000","19.4400","0.0000","0.1169","17.0000","2828.0000","0.0000","0.2376","0.2994","0.0000","0.0000","EMEA"
"0003814470_000040_E5:4147","E5:4147","0003814470","000040","0003814470","000040","2025-09-26","2025-10-08","[2025-10-08]","Completed","true","E5:0000162347","E5:0000162347","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K009",,"E5:KE01","E5:0000162347_MDA000045422_2025-09-26_E5:4147","100.0000","100.0000","KG","11.2300","11.3300","KES","1700.0000","1700.0000","2.6900","0.0000","0.1133","17.0000","404.0000","0.0000","0.2374","0.2994","0.0000","0.0000","EMEA"
"0003812260_000110_E5:4147","E5:4147","0003812260","000110","0003812260","000110","2025-09-23","2025-10-21","[2025-10-09]","Completed","true","E5:0000166620","E5:0000166620","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K005",,"E5:KE01","E5:0000166620_MDA000045422_2025-09-23_E5:4147","4000.0000","4000.0000","KG","506.6700","511.0800","KES","76690.4300","76690.4300","165.6100","0.0000","0.1278","19.1726","24850.4300","0.0000","0.3240","0.3006","0.0000","0.0000","EMEA"
"0002677854_000030_E5:4147","E5:4147","0002677854","000030","0002677854","000030","2021-01-08","2021-01-08","[2021-01-08]","Completed","true","E5:0000166751","E5:0000166751","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000166751_MDA000045422_2021-01-08_E5:4147","150.0000","150.0000","KG","20.2100","20.2100","KES","2700.0000","2700.0000","8.9700","0.0000","0.1347","18.0000","1198.4400","0.0000","0.4438","0.3084","0.0000","0.0000","EMEA"
"0003248709_000010_E5:4147","E5:4147","0003248709","000010","0003248709","000010","2023-04-06","2023-04-06","[2023-04-06]","Completed","true","E5:0000166740","E5:0000166740","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000166740_MDA000045422_2023-04-06_E5:4147","100.0000","100.0000","KG","12.2100","12.2100","KES","1800.0000","1800.0000","3.4200","0.0000","0.1221","18.0000","504.0000","0.0000","0.2801","0.3049","0.0000","0.0000","EMEA"
"0003809874_000020_E5:4147","E5:4147","0003809874","000020","0003809874","000020","2025-09-18","2025-09-18","[2025-09-18]","Completed","true","E5:0000211297","E5:0000211297","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012","E5:K012","E5:KE01","E5:0000211297_MDA000045422_2025-09-18_E5:4147","200.0000","200.0000","KG","23.8800","23.7800","KES","3600.0000","3600.0000","6.6600","0.0000","0.1189","18.0000","1008.0000","0.0000","0.2801","0.3015","0.0000","0.0000","EMEA"
"0003809614_000010_E5:4147","E5:4147","0003809614","000010","0003809614","000010","2025-09-18","2025-09-18","[2025-09-18]","Completed","true","E5:0000210999","E5:0000210999","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001","E5:K001","E5:KE01","E5:0000210999_MDA000045422_2025-09-18_E5:4147","100.0000","100.0000","KG","11.9400","11.8900","KES","1800.0000","1800.0000","3.3300","0.0000","0.1189","18.0000","504.0000","0.0000","0.2801","0.3035","0.0000","0.0000","EMEA"
"0003775708_000010_E5:4147","E5:4147","0003775708","000010","0003775708","000010","2025-07-22","2025-07-23","[2025-07-23]","Completed","true","E5:0000166904","E5:0000166904","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K009",,"E5:KE01","E5:0000166904_MDA000045422_2025-07-22_E5:4147","100.0000","100.0000","KG","11.9600","11.9600","KES","1800.0000","1800.0000","3.3500","0.0000","0.1196","18.0000","504.0000","0.0000","0.2801","0.3036","0.0000","0.0000","EMEA"
"0003779828_000030_E5:4147","E5:4147","0003779828","000030","0003779828","000030","2025-07-29","2025-07-29","[2025-07-29]","Completed","true","E5:0000209770","E5:0000209770","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000209770_MDA000045422_2025-07-29_E5:4147","500.0000","500.0000","KG","59.7800","59.7800","KES","9000.0000","9000.0000","16.7400","0.0000","0.1196","18.0000","2520.0000","0.0000","0.2800","0.3056","0.0000","0.0000","EMEA"
"0003254071_000010_E5:4147","E5:4147","0003254071","000010","0003254071","000010","2023-04-17","2023-04-17","[2023-04-17]","Completed","true","E5:0000162295","E5:0000162295","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001",,"E5:KE01","E5:0000162295_MDA000045422_2023-04-17_E5:4147","300.0000","300.0000","KG","36.6400","36.6400","KES","5400.0000","5400.0000","10.2600","0.0000","0.1221","18.0000","1512.0000","0.0000","0.2800","0.3013","0.0000","0.0000","EMEA"
"0003804638_000010_E5:4147","E5:4147","0003804638","000010","0003804638","000010","2025-09-10","2025-09-10","[2025-09-10]","Completed","true","E5:0000162376","E5:0000162376","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K009",,"E5:KE01","E5:0000162376_MDA000045422_2025-09-10_E5:4147","250.0000","250.0000","KG","28.2000","28.0800","KES","4250.0000","4250.0000","6.6700","0.0000","0.1124","17.0000","1010.0000","0.0000","0.2375","0.2823","0.0000","0.0000","EMEA"
"0003256174_000020_E5:4147","E5:4147","0003256174","000020","0003256174","000020","2023-04-19","2023-04-19","[2023-04-19]","Completed","true","E5:0000191737","E5:0000191737","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000191737_MDA000045422_2023-04-19_E5:4147","200.0000","200.0000","KG","24.4200","24.4200","KES","3600.0000","3600.0000","6.8400","0.0000","0.1221","18.0000","1008.0000","0.0000","0.2801","0.2843","0.0000","0.0000","EMEA"
"0003260798_000020_E5:4147","E5:4147","0003260798","000020","0003260798","000020","2023-04-26","2023-04-26","[2023-04-26]","Completed","true","E5:0000162295","E5:0000162295","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001",,"E5:KE01","E5:0000162295_MDA000045422_2023-04-26_E5:4147","250.0000","250.0000","KG","30.5300","30.5300","KES","4500.0000","4500.0000","8.5500","0.0000","0.1221","18.0000","1260.0000","0.0000","0.2801","0.2843","0.0000","0.0000","EMEA"
"0003800947_000020_E5:4147","E5:4147","0003800947","000020","0003800947","000020","2025-09-03","2025-09-04","[2025-09-04]","Completed","true","E5:0000200722","E5:0000200722","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000200722_MDA000045422_2025-09-03_E5:4147","200.0000","200.0000","KG","23.8800","23.7800","KES","3600.0000","3600.0000","6.6600","0.0000","0.1189","18.0000","1008.0000","0.0000","0.2801","0.2765","0.0000","0.0000","EMEA"
"0002771434_000010_E5:4147","E5:4147","0002771434","000010","0002771434","000010","2021-05-10","2021-05-11","[2021-05-11]","Completed","true","E5:0000161216","E5:0000161216","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K009",,"E5:KE01","E5:0000161216_MDA000045422_2021-05-10_E5:4147","300.0000","300.0000","KG","41.4300","41.4300","KES","5400.0000","5400.0000","16.3400","0.0000","0.1381","18.0000","2129.1900","0.0000","0.3944","0.2840","0.0000","0.0000","EMEA"
"0003363033_000030_E5:4147","E5:4147","0003363033","000030","0003363033","000030","2023-09-29","2023-09-29","[2023-09-29]","Completed","true","E5:0000163460","E5:0000163460","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000163460_MDA000045422_2023-09-29_E5:4147","50.0000","50.0000","KG","5.1100","5.1100","KES","800.0000","800.0000","0.9700","0.0000","0.1022","16.0000","152.0000","0.0000","0.1898","0.1898","0.0000","0.0000","EMEA"
"0003370423_000010_E5:4147","E5:4147","0003370423","000010","0003370423","000010","2023-10-11","2023-10-11","[2023-10-11]","Completed","true","E5:0000196955","E5:0000196955","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001",,"E5:KE01","E5:0000196955_MDA000045422_2023-10-11_E5:4147","50.0000","50.0000","KG","5.7000","5.7000","KES","900.0000","900.0000","1.6000","0.0000","0.1140","18.0000","252.0000","0.0000","0.2807","0.2353","0.0000","0.0000","EMEA"
"0003371180_000030_E5:4147","E5:4147","0003371180","000030","0003371180","000030","2023-10-12","2023-10-12","[2023-10-12]","Completed","true","E5:0000193967","E5:0000193967","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001","E5:K001","E5:KE01","E5:0000193967_MDA000045422_2023-10-12_E5:4147","50.0000","50.0000","KG","5.0700","5.0700","KES","800.0000","800.0000","0.9600","0.0000","0.1014","16.0000","152.0000","0.0000","0.1893","0.2199","0.0000","0.0000","EMEA"
"0003382497_000020_E5:4147","E5:4147","0003382497","000020","0003382497","000020","2023-10-31","2023-10-31","[2023-10-31]","Completed","true","E5:0000191897","E5:0000191897","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001",,"E5:KE01","E5:0000191897_MDA000045422_2023-10-31_E5:4147","50.0000","50.0000","KG","5.7000","5.7000","KES","900.0000","900.0000","1.6000","0.0000","0.1140","18.0000","252.0000","0.0000","0.2807","0.2351","0.0000","0.0000","EMEA"
"0003386839_000020_E5:4147","E5:4147","0003386839","000020","0003386839","000020","2023-11-06","2023-11-06","[2023-11-06]","Completed","true","E5:0000163077","E5:0000163077","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K009",,"E5:KE01","E5:0000163077_MDA000045422_2023-11-06_E5:4147","50.0000","50.0000","KG","5.4700","5.4700","KES","900.0000","900.0000","1.5300","0.0000","0.1094","18.0000","252.0000","0.0000","0.2797","0.2440","0.0000","0.0000","EMEA"
"0003388168_000030_E5:4147","E5:4147","0003388168","000030","0003388168","000030","2023-11-07","2023-11-07","[2023-11-07]","Completed","true","E5:0000200647","E5:0000200647","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001",,"E5:KE01","E5:0000200647_MDA000045422_2023-11-07_E5:4147","50.0000","50.0000","KG","5.4700","5.4700","KES","900.0000","900.0000","1.5300","0.0000","0.1094","18.0000","252.0000","0.0000","0.2797","0.2500","0.0000","0.0000","EMEA"
"0003393000_000030_E5:4147","E5:4147","0003393000","000030","0003393000","000030","2023-11-14","2023-11-14","[2023-11-14]","Completed","true","E5:0000184892","E5:0000184892","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000184892_MDA000045422_2023-11-14_E5:4147","50.0000","50.0000","KG","5.4700","5.4700","KES","900.0000","900.0000","1.5300","0.0000","0.1094","18.0000","252.0000","0.0000","0.2797","0.2542","0.0000","0.0000","EMEA"
"0003422432_000030_E5:4147","E5:4147","0003422432","000030","0003422432","000030","2024-01-08","2024-01-08","[2024-01-08]","Completed","true","E5:0000202536","E5:0000202536","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001",,"E5:KE01","E5:0000202536_MDA000045422_2024-01-08_E5:4147","50.0000","50.0000","KG","5.7400","5.7400","KES","1000.0000","1000.0000","2.0200","0.0000","0.1148","20.0000","352.0000","0.0000","0.3519","0.2664","0.0000","0.0000","EMEA"
"0003425943_000020_E5:4147","E5:4147","0003425943","000020","0003425943","000020","2024-01-12","2024-01-12","[2024-01-12]","Completed","true","E5:0000176502","E5:0000176502","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000176502_MDA000045422_2024-01-12_E5:4147","50.0000","50.0000","KG","5.7400","5.7400","KES","1000.0000","1000.0000","2.0200","0.0000","0.1148","20.0000","352.0000","0.0000","0.3519","0.2759","0.0000","0.0000","EMEA"
"0003432446_000020_E5:4147","E5:4147","0003432446","000020","0003432446","000020","2024-01-23","2024-01-23","[2024-01-23]","Completed","true","E5:0000188529","E5:0000188529","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K009",,"E5:KE01","E5:0000188529_MDA000045422_2024-01-23_E5:4147","50.0000","50.0000","KG","5.7400","5.7400","KES","1000.0000","1000.0000","2.0200","0.0000","0.1148","20.0000","352.0000","0.0000","0.3519","0.2835","0.0000","0.0000","EMEA"
"0003436961_000030_E5:4147","E5:4147","0003436961","000030","0003436961","000030","2024-01-30","2024-01-30","[2024-01-30]","Completed","true","E5:0000188529","E5:0000188529","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K009",,"E5:KE01","E5:0000188529_MDA000045422_2024-01-30_E5:4147","50.0000","50.0000","KG","5.7400","5.7400","KES","1000.0000","1000.0000","2.0200","0.0000","0.1148","20.0000","352.0000","0.0000","0.3519","0.2897","0.0000","0.0000","EMEA"
"0003440595_000030_E5:4147","E5:4147","0003440595","000030","0003440595","000030","2024-02-05","2024-02-05","[2024-02-05]","Completed","true","E5:0000162854","E5:0000162854","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001",,"E5:KE01","E5:0000162854_MDA000045422_2024-02-05_E5:4147","50.0000","50.0000","KG","6.1200","6.1200","KES","1000.0000","1000.0000","2.1500","0.0000","0.1224","20.0000","352.0000","0.0000","0.3513","0.2949","0.0000","0.0000","EMEA"
"0003449737_000020_E5:4147","E5:4147","0003449737","000020","0003449737","000020","2024-02-17","2024-02-17","[2024-02-17]","Completed","true","E5:0000177259","E5:0000177259","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000177259_MDA000045422_2024-02-17_E5:4147","50.0000","50.0000","KG","5.5000","5.5000","KES","900.0000","900.0000","1.5400","0.0000","0.1100","18.0000","252.0000","0.0000","0.2800","0.2937","0.0000","0.0000","EMEA"
"0003452323_000020_E5:4147","E5:4147","0003452323","000020","0003452323","000020","2024-02-21","2024-02-21","[2024-02-21]","Completed","true","E5:0000184892","E5:0000184892","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000184892_MDA000045422_2024-02-21_E5:4147","50.0000","50.0000","KG","5.5000","5.5000","KES","900.0000","900.0000","1.5400","0.0000","0.1100","18.0000","252.0000","0.0000","0.2800","0.2928","0.0000","0.0000","EMEA"
"0003457420_000050_E5:4147","E5:4147","0003457420","000050","0003457420","000050","2024-02-29","2024-02-29","[2024-02-29]","Completed","true","E5:0000163460","E5:0000163460","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000163460_MDA000045422_2024-02-29_E5:4147","50.0000","50.0000","KG","5.5000","5.5000","KES","900.0000","900.0000","1.5400","0.0000","0.1100","18.0000","252.0000","0.0000","0.2800","0.2919","0.0000","0.0000","EMEA"
"0003463361_000020_E5:4147","E5:4147","0003463361","000020","0003463361","000020","2024-03-08","2024-03-08","[2024-03-08]","Completed","true","E5:0000163077","E5:0000163077","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K009",,"E5:KE01","E5:0000163077_MDA000045422_2024-03-08_E5:4147","50.0000","50.0000","KG","6.0700","6.0700","KES","900.0000","900.0000","1.7000","0.0000","0.1214","18.0000","252.0000","0.0000","0.2801","0.2912","0.0000","0.0000","EMEA"
"0003464021_000060_E5:4147","E5:4147","0003464021","000060","0003464021","000060","2024-03-11","2024-03-11","[2024-03-11]","Completed","true","E5:0000193967","E5:0000193967","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001","E5:K001","E5:KE01","E5:0000193967_MDA000045422_2024-03-11_E5:4147","50.0000","50.0000","KG","6.0700","6.0700","KES","900.0000","900.0000","1.7000","0.0000","0.1214","18.0000","252.0000","0.0000","0.2801","0.2905","0.0000","0.0000","EMEA"
"0003468894_000050_E5:4147","E5:4147","0003468894","000050","0003468894","000050","2024-03-18","2024-03-18","[2024-03-18]","Completed","true","E5:0000201608","E5:0000201608","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001",,"E5:KE01","E5:0000201608_MDA000045422_2024-03-18_E5:4147","50.0000","50.0000","KG","6.0700","6.0700","KES","900.0000","900.0000","1.7000","0.0000","0.1214","18.0000","252.0000","0.0000","0.2801","0.2899","0.0000","0.0000","EMEA"
"0003474426_000020_E5:4147","E5:4147","0003474426","000020","0003474426","000020","2024-03-26","2024-03-26","[2024-03-26]","Completed","true","E5:0000193967","E5:0000193967","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001","E5:K001","E5:KE01","E5:0000193967_MDA000045422_2024-03-26_E5:4147","50.0000","50.0000","KG","6.0700","6.0700","KES","900.0000","900.0000","1.7000","0.0000","0.1214","18.0000","252.0000","0.0000","0.2801","0.2894","0.0000","0.0000","EMEA"
"0003479538_000030_E5:4147","E5:4147","0003479538","000030","0003479538","000030","2024-04-03","2024-04-03","[2024-04-03]","Completed","true","E5:0000193967","E5:0000193967","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001","E5:K001","E5:KE01","E5:0000193967_MDA000045422_2024-04-03_E5:4147","50.0000","50.0000","KG","7.0800","7.0800","KES","1000.0000","1000.0000","2.4900","0.0000","0.1416","20.0000","352.0000","0.0000","0.3517","0.2925","0.0000","0.0000","EMEA"
"0003480332_000030_E5:4147","E5:4147","0003480332","000030","0003480332","000030","2024-04-04","2024-04-04","[2024-04-04]","Completed","true","E5:0000162459","E5:0000162459","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000162459_MDA000045422_2024-04-04_E5:4147","50.0000","50.0000","KG","6.3700","6.3700","KES","900.0000","900.0000","1.7800","0.0000","0.1274","18.0000","252.0000","0.0000","0.2794","0.2919","0.0000","0.0000","EMEA"
"0003534581_000040_E5:4147","E5:4147","0003534581","000040","0003534581","000040","2024-06-26","2024-06-26","[2024-06-26]","Completed","true","E5:0000205533","E5:0000205533","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001",,"E5:KE01","E5:0000205533_MDA000045422_2024-06-26_E5:4147","50.0000","50.0000","KG","6.5000","6.5000","KES","900.0000","900.0000","1.8200","0.0000","0.1300","18.0000","252.0000","0.0000","0.2800","0.2962","0.0000","0.0000","EMEA"
"0003542683_000010_E5:4147","E5:4147","0003542683","000010","0003542683","000010","2024-07-08","2024-07-08","[2024-07-08]","Completed","true","E5:0000169050","E5:0000169050","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000169050_MDA000045422_2024-07-08_E5:4147","50.0000","50.0000","KG","6.4200","6.4200","KES","900.0000","900.0000","1.8000","0.0000","0.1284","18.0000","252.0000","0.0000","0.2804","0.2962","0.0000","0.0000","EMEA"
"0003546755_000050_E5:4147","E5:4147","0003546755","000050","0003546755","000050","2024-07-12","2024-07-12","[2024-07-12]","Completed","true","E5:0000191737","E5:0000191737","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000191737_MDA000045422_2024-07-12_E5:4147","50.0000","50.0000","KG","6.4200","6.4200","KES","900.0000","900.0000","1.8000","0.0000","0.1284","18.0000","252.0000","0.0000","0.2804","0.3005","0.0000","0.0000","EMEA"
"0003551457_000020_E5:4147","E5:4147","0003551457","000020","0003551457","000020","2024-07-20","2024-07-20","[2024-07-20]","Completed","true","E5:0000198984","E5:0000198984","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001",,"E5:KE01","E5:0000198984_MDA000045422_2024-07-20_E5:4147","50.0000","50.0000","KG","6.4200","6.4200","KES","900.0000","900.0000","1.8000","0.0000","0.1284","18.0000","252.0000","0.0000","0.2804","0.3005","0.0000","0.0000","EMEA"
"0003552113_000010_E5:4147","E5:4147","0003552113","000010","0003552113","000010","2024-07-22","2024-07-25","[2024-07-25]","Completed","true","E5:0000176502","E5:0000176502","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000176502_MDA000045422_2024-07-22_E5:4147","50.0000","50.0000","KG","6.4200","6.4200","KES","900.0000","900.0000","1.8000","0.0000","0.1284","18.0000","252.0000","0.0000","0.2804","0.3005","0.0000","0.0000","EMEA"
"0003553373_000020_E5:4147","E5:4147","0003553373","000020","0003553373","000020","2024-07-24","2024-07-24","[2024-07-24]","Completed","true","E5:0000162854","E5:0000162854","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001",,"E5:KE01","E5:0000162854_MDA000045422_2024-07-24_E5:4147","50.0000","50.0000","KG","7.1300","7.1300","KES","1000.0000","1000.0000","2.5100","0.0000","0.1426","20.0000","352.0000","0.0000","0.3520","0.3040","0.0000","0.0000","EMEA"
"0003568105_000040_E5:4147","E5:4147","0003568105","000040","0003568105","000040","2024-08-17","2024-08-17","[2024-08-17]","Completed","true","E5:0000163460","E5:0000163460","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000163460_MDA000045422_2024-08-17_E5:4147","50.0000","50.0000","KG","6.3500","6.3500","KES","900.0000","900.0000","1.7800","0.0000","0.1270","18.0000","252.0000","0.0000","0.2803","0.3040","0.0000","0.0000","EMEA"
"0003572012_000030_E5:4147","E5:4147","0003572012","000030","0003572012","000030","2024-08-23","2024-08-23","[2024-08-23]","Completed","true","E5:0000193967","E5:0000193967","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001","E5:K001","E5:KE01","E5:0000193967_MDA000045422_2024-08-23_E5:4147","50.0000","50.0000","KG","6.3500","6.3500","KES","900.0000","900.0000","1.7800","0.0000","0.1270","18.0000","252.0000","0.0000","0.2803","0.3006","0.0000","0.0000","EMEA"
"0003572506_000010_E5:4147","E5:4147","0003572506","000010","0003572506","000010","2024-08-24","2024-08-24","[2024-08-24]","Completed","true","E5:0000177259","E5:0000177259","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000177259_MDA000045422_2024-08-24_E5:4147","50.0000","50.0000","KG","6.3500","6.3500","KES","900.0000","900.0000","1.7800","0.0000","0.1270","18.0000","252.0000","0.0000","0.2803","0.2972","0.0000","0.0000","EMEA"
"0003575728_000040_E5:4147","E5:4147","0003575728","000040","0003575728","000040","2024-08-29","2024-08-29","[2024-08-29]","Completed","true","E5:0000202536","E5:0000202536","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K001",,"E5:KE01","E5:0000202536_MDA000045422_2024-08-29_E5:4147","50.0000","50.0000","KG","6.3500","6.3500","KES","900.0000","900.0000","1.7800","0.0000","0.1270","18.0000","252.0000","0.0000","0.2803","0.2938","0.0000","0.0000","EMEA"
"0003576089_000020_E5:4147","E5:4147","0003576089","000020","0003576089","000020","2024-08-30","2024-09-07","[2024-09-07]","Completed","true","E5:0000162239","E5:0000162239","Cleaning (I&I)","Personal Care / HI&I","LS","CL00","BES","BES","E5:000000000015631503","MDA000045422","E5:K012",,"E5:KE01","E5:0000162239_MDA000045422_2024-08-30_E5:4147","50.0000","50.0000","KG","6.3500","6.3100","KES","900.0000","900.0000","1.7700","0.0000","0.1262","18.0000","252.0000","0.0000","0.2805","0.2904","0.0000","0.0000","EMEA"
